Sex,Race,State,Ethnicity,Age Group,First Year,Last Year,Cause of Death,Year,Deaths,Population,Crude Rate,Age-Adjusted Rate
Both Sexes,All Races,New Jersey,Both,All Ages,2010,2016,Suicide Injury,2014,786,8925001,8.81,8.331883255
Both Sexes,All Races,New Jersey,Both,All Ages,2010,2016,Suicide Injury,2015,789,8935421,8.83,8.30081405
Both Sexes,All Races,New Jersey,Both,All Ages,2010,2016,Suicide Injury,2016,687,8944469,7.68,7.166054046
Both Sexes,All Races,New Jersey,Both,All Ages,2010,2016,Suicide Injury,,5110,62210405,8.21,.
Both Sexes,All Races,New Mexico,Both,All Ages,2010,2016,Suicide Injury,2010,413,2059180,20.06,20.08679207
Both Sexes,All Races,New Mexico,Both,All Ages,2010,2016,Suicide Injury,2011,420,2077756,20.21,20.44790961
Both Sexes,All Races,New Mexico,Both,All Ages,2010,2016,Suicide Injury,2012,442,2083784,21.21,21.32292824
Both Sexes,All Races,New Mexico,Both,All Ages,2010,2016,Suicide Injury,2013,431,2085193,20.67,20.29175379
Both Sexes,All Races,New Mexico,Both,All Ages,2010,2016,Suicide Injury,2014,449,2083024,21.56,20.97313941
Both Sexes,All Races,New Mexico,Both,All Ages,2010,2016,Suicide Injury,2015,500,2080328,24.03,23.57942606
Both Sexes,All Races,New Mexico,Both,All Ages,2010,2016,Suicide Injury,2016,471,2081015,22.63,22.48602796
Both Sexes,All Races,New Mexico,Both,All Ages,2010,2016,Suicide Injury,,3126,14550280,21.48,.
Both Sexes,All Races,New York,Both,All Ages,2010,2016,Suicide Injury,2010,1547,19378104,7.98,7.620029312
Both Sexes,All Races,New York,Both,All Ages,2010,2016,Suicide Injury,2011,1658,19519529,8.49,8.077178949
Both Sexes,All Races,New York,Both,All Ages,2010,2016,Suicide Injury,2012,1708,19602769,8.71,8.235072433
Both Sexes,All Races,New York,Both,All Ages,2010,2016,Suicide Injury,2013,1687,19673546,8.57,8.065710092
Both Sexes,All Races,New York,Both,All Ages,2010,2016,Suicide Injury,2014,1700,19718515,8.62,8.107667442
Both Sexes,All Races,New York,Both,All Ages,2010,2016,Suicide Injury,2015,1652,19747183,8.37,7.832717279
Both Sexes,All Races,New York,Both,All Ages,2010,2016,Suicide Injury,2016,1679,19745289,8.5,8.079626053
Both Sexes,All Races,New York,Both,All Ages,2010,2016,Suicide Injury,,11631,137384935,8.47,.
Both Sexes,All Races,North Carolina,Both,All Ages,2010,2016,Suicide Injury,2010,1174,9535471,12.31,12.01900217
Both Sexes,All Races,North Carolina,Both,All Ages,2010,2016,Suicide Injury,2011,1213,9650963,12.57,12.25091901
Both Sexes,All Races,North Carolina,Both,All Ages,2010,2016,Suicide Injury,2012,1286,9746175,13.19,12.64362098
Both Sexes,All Races,North Carolina,Both,All Ages,2010,2016,Suicide Injury,2013,1284,9841590,13.05,12.52356104
Both Sexes,All Races,North Carolina,Both,All Ages,2010,2016,Suicide Injury,2014,1352,9934399,13.61,13.04524094
Both Sexes,All Races,North Carolina,Both,All Ages,2010,2016,Suicide Injury,2015,1406,10035186,14.01,13.38726632
Both Sexes,All Races,North Carolina,Both,All Ages,2010,2016,Suicide Injury,2016,1373,10146788,13.53,12.96600531
Both Sexes,All Races,North Carolina,Both,All Ages,2010,2016,Suicide Injury,,9088,68890572,13.19,.
Both Sexes,All Races,North Dakota,Both,All Ages,2010,2016,Suicide Injury,2010,106,672591,15.76,15.85279325
Both Sexes,All Races,North Dakota,Both,All Ages,2010,2016,Suicide Injury,2011,106,685476,15.46,15.20636463
Both Sexes,All Races,North Dakota,Both,All Ages,2010,2016,Suicide Injury,2012,105,702087,14.96,15.09734296
Both Sexes,All Races,North Dakota,Both,All Ages,2010,2016,Suicide Injury,2013,128,724019,17.68,16.99022123
Both Sexes,All Races,North Dakota,Both,All Ages,2010,2016,Suicide Injury,2014,137,739904,18.52,17.48728884
Both Sexes,All Races,North Dakota,Both,All Ages,2010,2016,Suicide Injury,2015,124,756835,16.38,17.40008352
Both Sexes,All Races,North Dakota,Both,All Ages,2010,2016,Suicide Injury,2016,140,757952,18.47,18.99699229
Both Sexes,All Races,North Dakota,Both,All Ages,2010,2016,Suicide Injury,,846,5038864,16.79,.
Both Sexes,All Races,Ohio,Both,All Ages,2010,2016,Suicide Injury,2010,1439,11536502,12.47,12.24699733
Both Sexes,All Races,Ohio,Both,All Ages,2010,2016,Suicide Injury,2011,1465,11544824,12.69,12.35807764
Both Sexes,All Races,Ohio,Both,All Ages,2010,2016,Suicide Injury,2012,1542,11550839,13.35,12.97601517
Both Sexes,All Races,Ohio,Both,All Ages,2010,2016,Suicide Injury,2013,1526,11570022,13.19,12.78800363
Both Sexes,All Races,Ohio,Both,All Ages,2010,2016,Suicide Injury,2014,1491,11594408,12.86,12.577481
Both Sexes,All Races,Ohio,Both,All Ages,2010,2016,Suicide Injury,2015,1650,11605090,14.22,13.90205041
Both Sexes,All Races,Ohio,Both,All Ages,2010,2016,Suicide Injury,2016,1707,11614373,14.7,14.11432253
Both Sexes,All Races,Ohio,Both,All Ages,2010,2016,Suicide Injury,,10820,81016058,13.36,.
Both Sexes,All Races,Oklahoma,Both,All Ages,2010,2016,Suicide Injury,2010,618,3751354,16.47,16.48705028
Both Sexes,All Races,Oklahoma,Both,All Ages,2010,2016,Suicide Injury,2011,693,3786274,18.3,18.50000745
Both Sexes,All Races,Oklahoma,Both,All Ages,2010,2016,Suicide Injury,2012,670,3817054,17.55,17.50433764
Both Sexes,All Races,Oklahoma,Both,All Ages,2010,2016,Suicide Injury,2013,665,3852415,17.26,17.27206632
Both Sexes,All Races,Oklahoma,Both,All Ages,2010,2016,Suicide Injury,2014,736,3877499,18.98,19.05704133
Both Sexes,All Races,Oklahoma,Both,All Ages,2010,2016,Suicide Injury,2015,790,3907414,20.22,20.43720819
Both Sexes,All Races,Oklahoma,Both,All Ages,2010,2016,Suicide Injury,2016,822,3923561,20.95,20.93524107
Both Sexes,All Races,Oklahoma,Both,All Ages,2010,2016,Suicide Injury,,4994,26915571,18.55,.
Both Sexes,All Races,Oregon,Both,All Ages,2010,2016,Suicide Injury,2010,685,3831073,17.88,17.10562638
Both Sexes,All Races,Oregon,Both,All Ages,2010,2016,Suicide Injury,2011,656,3868031,16.96,16.4784719
Both Sexes,All Races,Oregon,Both,All Ages,2010,2016,Suicide Injury,2012,724,3899116,18.57,17.74227795
Both Sexes,All Races,Oregon,Both,All Ages,2010,2016,Suicide Injury,2013,698,3925751,17.78,16.78708416
Both Sexes,All Races,Oregon,Both,All Ages,2010,2016,Suicide Injury,2014,782,3968371,19.71,18.67498588
Both Sexes,All Races,Oregon,Both,All Ages,2010,2016,Suicide Injury,2015,762,4024634,18.93,17.80342707
Both Sexes,All Races,Oregon,Both,All Ages,2010,2016,Suicide Injury,2016,772,4093465,18.86,17.79212293
Both Sexes,All Races,Oregon,Both,All Ages,2010,2016,Suicide Injury,,5079,27610441,18.4,.
Both Sexes,All Races,Pennsylvania,Both,All Ages,2010,2016,Suicide Injury,2010,1576,12702379,12.41,11.8875186
Both Sexes,All Races,Pennsylvania,Both,All Ages,2010,2016,Suicide Injury,2011,1747,12744293,13.71,13.1146679
Both Sexes,All Races,Pennsylvania,Both,All Ages,2010,2016,Suicide Injury,2012,1647,12771854,12.9,12.36245919
Both Sexes,All Races,Pennsylvania,Both,All Ages,2010,2016,Suicide Injury,2013,1788,12781338,13.99,13.23935673
Both Sexes,All Races,Pennsylvania,Both,All Ages,2010,2016,Suicide Injury,2014,1817,12790565,14.21,13.28323618
Both Sexes,All Races,Pennsylvania,Both,All Ages,2010,2016,Suicide Injury,2015,1894,12791904,14.81,13.93551691
Both Sexes,All Races,Pennsylvania,Both,All Ages,2010,2016,Suicide Injury,2016,1970,12784227,15.41,14.6574575
Both Sexes,All Races,Pennsylvania,Both,All Ages,2010,2016,Suicide Injury,,12439,89366560,13.92,.
Both Sexes,All Races,Rhode Island,Both,All Ages,2010,2016,Suicide Injury,2010,129,1052567,12.26,12.32274777
Both Sexes,All Races,Rhode Island,Both,All Ages,2010,2016,Suicide Injury,2011,101,1052451,9.6,9.014149114
Both Sexes,All Races,Rhode Island,Both,All Ages,2010,2016,Suicide Injury,2012,105,1052901,9.97,9.481921559
Both Sexes,All Races,Rhode Island,Both,All Ages,2010,2016,Suicide Injury,2013,132,1053033,12.54,12.09552071
Both Sexes,All Races,Rhode Island,Both,All Ages,2010,2016,Suicide Injury,2014,113,1054480,10.72,10.01332552
Both Sexes,All Races,Rhode Island,Both,All Ages,2010,2016,Suicide Injury,2015,127,1055607,12.03,11.24725635
Both Sexes,All Races,Rhode Island,Both,All Ages,2010,2016,Suicide Injury,2016,126,1056426,11.93,11.09169581
Both Sexes,All Races,Rhode Island,Both,All Ages,2010,2016,Suicide Injury,,833,7377465,11.29,.
Both Sexes,All Races,South Carolina,Both,All Ages,2010,2016,Suicide Injury,2010,637,4625364,13.77,13.45304965
Both Sexes,All Races,South Carolina,Both,All Ages,2010,2016,Suicide Injury,2011,658,4672637,14.08,13.60571493
Both Sexes,All Races,South Carolina,Both,All Ages,2010,2016,Suicide Injury,2012,673,4720760,14.26,13.65234225
Both Sexes,All Races,South Carolina,Both,All Ages,2010,2016,Suicide Injury,2013,696,4767894,14.6,13.9998021
Both Sexes,All Races,South Carolina,Both,All Ages,2010,2016,Suicide Injury,2014,753,4828430,15.6,15.14364556
Both Sexes,All Races,South Carolina,Both,All Ages,2010,2016,Suicide Injury,2015,742,4894834,15.16,14.81178026
Both Sexes,All Races,South Carolina,Both,All Ages,2010,2016,Suicide Injury,2016,815,4961119,16.43,15.65418912
Both Sexes,All Races,South Carolina,Both,All Ages,2010,2016,Suicide Injury,,4974,33471038,14.86,.
Both Sexes,All Races,South Dakota,Both,All Ages,2010,2016,Suicide Injury,2010,140,814180,17.2,17.59505521
Both Sexes,All Races,South Dakota,Both,All Ages,2010,2016,Suicide Injury,2011,128,824398,15.53,15.66832016
Both Sexes,All Races,South Dakota,Both,All Ages,2010,2016,Suicide Injury,2012,141,834441,16.9,16.93015024
Both Sexes,All Races,South Dakota,Both,All Ages,2010,2016,Suicide Injury,2013,147,844922,17.4,18.21192911
Both Sexes,All Races,South Dakota,Both,All Ages,2010,2016,Suicide Injury,2014,141,852561,16.54,17.05925743
Both Sexes,All Races,South Dakota,Both,All Ages,2010,2016,Suicide Injury,2015,173,857919,20.17,20.58450615
Both Sexes,All Races,South Dakota,Both,All Ages,2010,2016,Suicide Injury,2016,163,865454,18.83,20.50369963
Both Sexes,All Races,South Dakota,Both,All Ages,2010,2016,Suicide Injury,,1033,5893875,17.53,.
Both Sexes,All Races,Tennessee,Both,All Ages,2010,2016,Suicide Injury,2010,943,6346113,14.86,14.58724598
Both Sexes,All Races,Tennessee,Both,All Ages,2010,2016,Suicide Injury,2011,955,6397634,14.93,14.37355589
Both Sexes,All Races,Tennessee,Both,All Ages,2010,2016,Suicide Injury,2012,978,6454306,15.15,14.57265311
Both Sexes,All Races,Tennessee,Both,All Ages,2010,2016,Suicide Injury,2013,1030,6494821,15.86,15.31565806
Both Sexes,All Races,Tennessee,Both,All Ages,2010,2016,Suicide Injury,2014,997,6544663,15.23,14.82494984
Both Sexes,All Races,Tennessee,Both,All Ages,2010,2016,Suicide Injury,2015,1068,6595056,16.19,15.63210098
Both Sexes,All Races,Tennessee,Both,All Ages,2010,2016,Suicide Injury,2016,1111,6651194,16.7,16.28448708
Both Sexes,All Races,Tennessee,Both,All Ages,2010,2016,Suicide Injury,,7082,45483787,15.57,.
Both Sexes,All Races,Texas,Both,All Ages,2010,2016,Suicide Injury,2010,2891,25145561,11.5,11.72191494
Both Sexes,All Races,Texas,Both,All Ages,2010,2016,Suicide Injury,2011,2896,25646389,11.29,11.4880803
Both Sexes,All Races,Texas,Both,All Ages,2010,2016,Suicide Injury,2012,3037,26071655,11.65,11.8295453
Both Sexes,All Races,Texas,Both,All Ages,2010,2016,Suicide Injury,2013,3059,26473525,11.55,11.64717524
Both Sexes,All Races,Texas,Both,All Ages,2010,2016,Suicide Injury,2014,3254,26944751,12.08,12.20010176
Both Sexes,All Races,Texas,Both,All Ages,2010,2016,Suicide Injury,2015,3403,27429639,12.41,12.47203153
Both Sexes,All Races,Texas,Both,All Ages,2010,2016,Suicide Injury,2016,3488,27862596,12.52,12.57348796
Both Sexes,All Races,Texas,Both,All Ages,2010,2016,Suicide Injury,,22028,185574116,11.87,.
Both Sexes,All Races,Utah,Both,All Ages,2010,2016,Suicide Injury,2010,473,2763885,17.11,18.17428706
Both Sexes,All Races,Utah,Both,All Ages,2010,2016,Suicide Injury,2011,502,2816124,17.83,19.37873598
Both Sexes,All Races,Utah,Both,All Ages,2010,2016,Suicide Injury,2012,550,2855782,19.26,21.01175021
Both Sexes,All Races,Utah,Both,All Ages,2010,2016,Suicide Injury,2013,579,2902663,19.95,21.39447059
Both Sexes,All Races,Utah,Both,All Ages,2010,2016,Suicide Injury,2014,559,2941836,19,20.59617761
Both Sexes,All Races,Utah,Both,All Ages,2010,2016,Suicide Injury,2015,630,2990632,21.07,22.47888032
Both Sexes,All Races,Utah,Both,All Ages,2010,2016,Suicide Injury,2016,620,3051217,20.32,21.78607247
Both Sexes,All Races,Utah,Both,All Ages,2010,2016,Suicide Injury,,3913,20322139,19.25,.
Both Sexes,All Races,Vermont,Both,All Ages,2010,2016,Suicide Injury,2010,106,625741,16.94,15.65846821
Both Sexes,All Races,Vermont,Both,All Ages,2010,2016,Suicide Injury,2011,120,626730,19.15,17.8504641
Both Sexes,All Races,Vermont,Both,All Ages,2010,2016,Suicide Injury,2012,87,626444,13.89,13.12921692
Both Sexes,All Races,Vermont,Both,All Ages,2010,2016,Suicide Injury,2013,112,627140,17.86,17.17788937
Both Sexes,All Races,Vermont,Both,All Ages,2010,2016,Suicide Injury,2014,124,626984,19.78,18.63624727
Both Sexes,All Races,Vermont,Both,All Ages,2010,2016,Suicide Injury,2015,103,626088,16.45,14.76593166
Both Sexes,All Races,Vermont,Both,All Ages,2010,2016,Suicide Injury,2016,118,624594,18.89,17.29499564
Both Sexes,All Races,Vermont,Both,All Ages,2010,2016,Suicide Injury,,770,4383721,17.56,.
Both Sexes,All Races,Virginia,Both,All Ages,2010,2016,Suicide Injury,2010,963,8001031,12.04,11.63137642
Both Sexes,All Races,Virginia,Both,All Ages,2010,2016,Suicide Injury,2011,1054,8110035,13,12.47496423
Both Sexes,All Races,Virginia,Both,All Ages,2010,2016,Suicide Injury,2012,1063,8192048,12.98,12.58313214
Both Sexes,All Races,Virginia,Both,All Ages,2010,2016,Suicide Injury,2013,1072,8262692,12.97,12.51089765
Both Sexes,All Races,Virginia,Both,All Ages,2010,2016,Suicide Injury,2014,1123,8317372,13.5,12.875887
Both Sexes,All Races,Virginia,Both,All Ages,2010,2016,Suicide Injury,2015,1118,8367587,13.36,12.6718013
Both Sexes,All Races,Virginia,Both,All Ages,2010,2016,Suicide Injury,2016,1166,8411808,13.86,13.17793399
Both Sexes,All Races,Virginia,Both,All Ages,2010,2016,Suicide Injury,,7559,57662573,13.11,.
Both Sexes,All Races,Washington,Both,All Ages,2010,2016,Suicide Injury,2010,957,6724543,14.23,13.93427217
Both Sexes,All Races,Washington,Both,All Ages,2010,2016,Suicide Injury,2011,1021,6822520,14.97,14.23735846
Both Sexes,All Races,Washington,Both,All Ages,2010,2016,Suicide Injury,2012,1038,6895226,15.05,14.48545545
Both Sexes,All Races,Washington,Both,All Ages,2010,2016,Suicide Injury,2013,1027,6968006,14.74,13.98966832
Both Sexes,All Races,Washington,Both,All Ages,2010,2016,Suicide Injury,2014,1119,7054196,15.86,15.18787104
Both Sexes,All Races,Washington,Both,All Ages,2010,2016,Suicide Injury,2015,1137,7160290,15.88,15.39182679
Both Sexes,All Races,Washington,Both,All Ages,2010,2016,Suicide Injury,2016,1141,7288000,15.66,14.82947298
Both Sexes,All Races,Washington,Both,All Ages,2010,2016,Suicide Injury,,7440,48912781,15.21,.
Both Sexes,All Races,West Virginia,Both,All Ages,2010,2016,Suicide Injury,2010,279,1852999,15.06,14.21341724
Both Sexes,All Races,West Virginia,Both,All Ages,2010,2016,Suicide Injury,2011,306,1854972,16.5,15.9300788
Both Sexes,All Races,West Virginia,Both,All Ages,2010,2016,Suicide Injury,2012,326,1856560,17.56,17.11645063
Both Sexes,All Races,West Virginia,Both,All Ages,2010,2016,Suicide Injury,2013,323,1853231,17.43,16.44104979
Both Sexes,All Races,West Virginia,Both,All Ages,2010,2016,Suicide Injury,2014,359,1848514,19.42,18.1216356
Both Sexes,All Races,West Virginia,Both,All Ages,2010,2016,Suicide Injury,2015,340,1841053,18.47,17.5618505
Both Sexes,All Races,West Virginia,Both,All Ages,2010,2016,Suicide Injury,2016,362,1831102,19.77,19.47299124
Both Sexes,All Races,West Virginia,Both,All Ages,2010,2016,Suicide Injury,,2295,12938431,17.74,.
Both Sexes,All Races,Wisconsin,Both,All Ages,2010,2016,Suicide Injury,2010,793,5686986,13.94,13.39724469
Both Sexes,All Races,Wisconsin,Both,All Ages,2010,2016,Suicide Injury,2011,745,5709640,13.05,12.77405182
Both Sexes,All Races,Wisconsin,Both,All Ages,2010,2016,Suicide Injury,2012,723,5726177,12.63,12.29316629
Both Sexes,All Races,Wisconsin,Both,All Ages,2010,2016,Suicide Injury,2013,850,5742854,14.8,14.32007938
Both Sexes,All Races,Wisconsin,Both,All Ages,2010,2016,Suicide Injury,2014,769,5758377,13.35,13.10781825
Both Sexes,All Races,Wisconsin,Both,All Ages,2010,2016,Suicide Injury,2015,877,5767891,15.2,14.60889896
Both Sexes,All Races,Wisconsin,Both,All Ages,2010,2016,Suicide Injury,2016,866,5778708,14.99,14.63773519
Both Sexes,All Races,Wisconsin,Both,All Ages,2010,2016,Suicide Injury,,5623,40170633,14,.
Both Sexes,All Races,Wyoming,Both,All Ages,2010,2016,Suicide Injury,2010,131,563626,23.24,22.36310978
Both Sexes,All Races,Wyoming,Both,All Ages,2010,2016,Suicide Injury,2011,132,567725,23.25,23.11538289
Both Sexes,All Races,Wyoming,Both,All Ages,2010,2016,Suicide Injury,2012,171,576765,29.65,29.77089747
Both Sexes,All Races,Wyoming,Both,All Ages,2010,2016,Suicide Injury,2013,129,582684,22.14,21.35976953
Both Sexes,All Races,Wyoming,Both,All Ages,2010,2016,Suicide Injury,2014,120,583642,20.56,20.73534482
Both Sexes,All Races,Wyoming,Both,All Ages,2010,2016,Suicide Injury,2015,157,586555,26.77,28.2158896
Both Sexes,All Races,Wyoming,Both,All Ages,2010,2016,Suicide Injury,2016,144,585501,24.59,25.22768225
Both Sexes,All Races,Wyoming,Both,All Ages,2010,2016,Suicide Injury,,984,4046498,24.32,.
Both Sexes,All Races,,Both,All Ages,2010,2016,Suicide Injury,,291615,2213201740,13.18,.
